wavelength,l1,l2,l3,l4,l5,l6,l7,l8,l9,l10,l11,l12,l13,l14,l15,l16,l17,l18,l19,l20,l21,l22,l23,l24,l25,l26,l27,l28,l29,l30,l31,l32,l33,l34,l35,l36,l37,l38,l39,l40,l41,l42,l43,l44,l45,l46,l47,l48,l49,l50,l51,l52,l53,l54,l55,l56,l57,l58,l59,l60,l61,l62,l63,l64,l65,l66,l67,l68,l69,l70,l71,l72,l73,l74,l75,l76,l77,l78,l79,l80,l81,l82,l83,l84,l85,l86,l87,l88,l89,l90,l91,l92,l93,l94,l95,l96,l97,l98,l99,l100,l101,l102,l103,l104,l105,l106,l107,l108,l109,l110,l111,l112,l113,l114,l115,l116,l117,l118,l119,l120,l121,l122,l123,l124,l125,l126,l127,l128,l129,l130,l131,l132,l133,l134,l135,l136,l137,l138,l139,l140,l141,l142,l143,l144,l145,l146,l147,l148,l149,l150,l151,l152,l153,l154,l155,l156,l157,l158,l159,l160,l161,l162,l163,l164,l165,l166,l167,l168,l169,l170,l171,l172,l173,l174,l175,l176,l177,l178,l179,l180,l181,l182,l183,l184,l185,l186,l187,l188,l189,l190,l191,l192,l193,l194,l195,l196,l197,l198,l199,l200,l201,l202,l203,l204,l205,l206,l207,l208,l209,l210,l211,l212,l213,l214,l215,l216,l217,l218,l219,l220,l221,l222,l223,l224,l225,l226,l227,l228,l229,l230,l231,l232,l233,l234,l235,l236,l237,l238,l239,l240,l241,l242,l243,l244,l245,l246,l247,l248,l249,l250,l251,l252,l253,l254,l255,l256,l257,l258,l259,l260,l261,l262,l263,l264,l265,l266,l267,l268,l269,l270,l271,l272,l273,l274,l275,l276,l277,l278,l279,l280,l281,l282,l283,l284,l285,l286,l287,l288,l289,l290,l291,l292,l293,l294,l295,l296,l297,l298,l299,l300,l301,l302,l303,l304,l305,l306,l307,l308,l309,l310,l311,l312,l313,l314,l315,l316,l317,l318,l319,l320,l321,l322,l323,l324,l325,l326,l327,l328,l329,l330,l331,l332,l333,l334,l335,l336,l337,l338,l339,l340,l341,l342,l343,l344,l345,l346,l347,l348,l349,l350,l351,l352,l353,l354,l355,l356,l357,l358,l359,l360,l361,l362,l363,l364,l365,l366,l367,l368,l369,l370,l371,l372,l373,l374,l375,l376,l377,l378,l379,l380,l381,l382,l383,l384,l385,l386,l387,l388,l389,l390,l391,l392,l393,l394,l395,l396,l397,l398,l399,l400,l401,l402,l403,l404,l405,l406,l407,l408,l409,l410,l411,l412,l413,l414,l415,l416,l417,l418,l419,l420,l421,l422,l423,l424,l425,l426,l427,l428,l429,l430,l431,l432,l433,l434,l435,l436,l437,l438,l439,l440,l441,l442,l443,l444,l445,l446,l447,l448,l449,l450,l451,l452,l453,l454,l455,l456,l457,l458,l459,l460,l461,l462,l463,l464,l465,l466,l467,l468,l469,l470,l471,l472,l473,l474,l475,l476,l477,l478,l479,l480,l481,l482,l483,l484,l485,l486,l487,l488,l489,l490,l491,l492,l493,l494,l495,l496,l497,l498
383,0.041586239,0.115206949,0.137631491,0.217403293,0.080519117,0.380261064,0.703345537,0.767891467,0.758562803,0.773096442,0.03873422,0.206355691,0.321249604,0.307978302,0.070999451,0.243717954,0.309598118,0.402470887,0.739249885,0.520386696,0.511818767,0.392911911,0.472300321,0.219001159,0.763884306,0.047782723,0.600328565,0.319941252,0.289921045,0.784760356,0.291317791,0.262736499,0.202672616,0.074658722,0.074096754,0.151528403,0.050694298,0.788093746,0.074358344,0.034318734,0.678673744,0.666526198,0.491595209,0.290320724,0.158934996,0.176908374,0.182445437,0.229368493,0.293751001,0.362297833,0.302691013,0.117048316,0.13669765,0.101403669,0.143385798,0.227142721,0.04790622,0.253098398,0.685665071,0.509658813,0.700799286,0.077520341,0.481859207,0.179890275,0.06975393,0.536473036,0.21354121,0.300910443,0.102113515,0.34105742,0.822784603,0.729058981,0.788996994,0.016296081,0.366967171,0.658536196,0.060245898,0.678214848,0.553191185,0.489070326,0.401010066,0.023952672,0.015063203,0.537865579,0.449187964,0.132771969,0.151331052,0.149560824,0.178764462,0.182867616,0.217511028,0.049533065,0.167548701,0.793850482,0.087979168,0.291981667,0.075512886,0.172052488,0.400156051,0.092965037,0.095529445,0.133122072,0.252879739,0.337641269,0.211923033,0.130895287,0.112747796,0.665667295,0.328052253,0.434447646,0.340892524,0.036520999,0.103463873,0.211127266,0.103947639,0.449393213,0.021746382,0.025276011,0.074526861,0.0363211,0.587517798,0.752001941,0.040250793,0.0484179,0.047514524,0.196186796,0.530109763,0.583750248,0.319050908,0.269636095,0.402067155,0.349505693,0.681224823,0.661682785,0.465972155,0.231792688,0.334887147,0.548890173,0.262531549,0.320876896,0.034141619,0.107898362,0.098761022,0.857941389,0.488572806,0.067545496,0.578122675,0.694668531,0.126581669,0.014138376,0.434090823,0.142396078,0.086749844,0.075289428,0.077840336,0.079708256,0.075330473,0.415848345,0.351127595,0.254812419,0.097281232,0.076841526,0.017067926,0.039995573,0.018153913,0.023237383,0.402354151,0.071580447,0.653703272,0.594211876,0.546891153,0.88527739,0.784592867,0.799234986,0.774633169,0.666607857,0.747261345,0.571011841,0.684034348,0.63283664,0.576875031,0.423605204,0.282741636,0.056849975,0.252397925,0.019080054,0.082035013,0.07428547,0.088453852,0.082739688,0.077489756,0.060010027,0.039301869,0.046912309,0.026082831,0.055056915,0.853566289,0.858390629,0.119947173,0.1157443,0.087861285,0.05068434,0.050992168,0.7447716,0.615911901,0.043473039,0.130068943,0.09426906,0.135935083,0.170075595,0.223740697,0.299262583,0.346170664,0.390393823,0.40094471,0.12659803,0.209629446,0.182092384,0.415033579,0.157048076,0.059082359,0.19357045,0.039481595,0.016914716,0.024478735,0.022721153,0.020760888,0.028840026,0.031093547,0.035359655,0.017204117,0.692111075,0.573340476,0.596835196,0.468322009,0.472406924,0.500131786,0.532319129,0.498200238,0.368865073,0.253636539,0.133814678,0.195626602,0.194977567,0.170170173,0.013008098,0.306965977,0.217381939,0.789031982,0.248028591,0.011351856,0.683077335,0.373863161,0.267747223,0.424458057,0.29070884,0.019496456,0.318173289,0.300090164,0.308186352,0.334722996,0.011414505,0.754756927,0.061507493,0.04733118,0.08458589,0.049474992,0.274425,0.759221852,0.7594437,0.89956373,0.560443819,0.577811897,0.800401032,0.409131229,0.53327179,0.501560688,0.454108328,0.565050066,0.528483272,0.859941006,0.624167621,0.597654283,0.483624429,0.322144151,0.078221083,0.270866752,0.414580613,0.536815822,0.280599236,0.30483374,0.47185412,0.207280576,0.385536373,0.681036174,0.151166975,0.178847507,0.457756698,0.374187648,0.248861939,0.406579226,0.311300188,0.490587771,0.490277499,0.361127943,0.567924619,0.446562111,0.536369741,0.571893752,0.408877641,0.321099281,0.357724428,0.688036203,0.659250438,0.605090916,0.71288687,0.894384682,0.469289869,0.291863114,0.819954157,0.061294548,0.06797117,0.041362412,0.053789765,0.043330222,0.778845012,0.638617158,0.226317227,0.497178912,0.167414814,0.220493555,0.234050438,0.37007454,0.13628234,0.339699477,0.095240779,0.210887834,0.180247188,0.22555317,0.097677983,0.152212575,0.148137048,0.386769235,0.496877432,0.176625371,0.598288238,0.649742663,0.621830642,0.663431406,0.291196287,0.372519433,0.323460937,0.518747211,0.59443903,0.394599855,0.274082422,0.187282428,0.317474067,0.248519078,0.128204599,0.750158548,0.042662051,0.45701763,0.01524328,0.075329207,0.068516776,0.09190169,0.046666943,0.057439044,0.061685737,0.035719361,0.03759896,0.043919653,0.108819515,0.655721605,0.493247718,0.641776502,0.092644535,0.029258449,0.666677237,0.741190553,0.675937593,0.318874329,0.212230965,0.153125212,0.455786288,0.665241063,0.21412155,0.345641375,0.08626771,0.394545615,0.039611079,0.110408843,0.651114762,0.233843312,0.094428748,0.081409216,0.673544288,0.630352497,0.53954488,0.364438534,0.491716832,0.080092028,0.81778723,0.63152653,0.749866545,0.374593973,0.328917533,0.10370905,0.225352809,0.03568757,0.063868336,0.608806014,0.142527297,0.872985065,0.119839631,0.074963763,0.244059876,0.182662115,0.133416697,0.085838728,0.04976996,0.047929626,0.04917983,0.084919915,0.45177272,0.064415112,0.776025176,0.385115176,0.801463723,0.035402022,0.691474617,0.359406531,0.710249364,0.843016922,0.71766597,0.346128851,0.086430617,0.289106697,0.752552807,0.069215722,0.071929835,0.090328835,0.0911033,0.859520316,0.87682569,0.826130748,0.863788307,0.716495514,0.85132122,0.884271085,0.900300503,0.803489864,0.893202543,0.856335282,0.844699204,0.678239584,0.718559623,0.865686655,0.8767066,0.847310543,0.835014224,0.792917252,0.367383093,0.417829126,0.437585503,0.797902763,0.762316108,0.69374001,0.206773713,0.161619052,0.606019676,0.683550894,0.439089626,0.289573044,0.110110663,0.654145777,0.777816653,0.053443603,0.242497787,0.33003369,0.031227026,0.035093542,0.030365372,0.082247458,0.026593765,0.027332488,0.031234741,0.06912531,0.021283012,0.028937379,0.026102083,0.070470631,0.03005207,0.084814161,0.062798917,0.041910287,0.042782698
393,0.041885797,0.123287439,0.142813146,0.22946243,0.082979113,0.393333226,0.712655485,0.777826548,0.769920349,0.784334779,0.039834719,0.221014127,0.337970495,0.33019048,0.078047134,0.260114074,0.328104347,0.423055977,0.749252021,0.542790055,0.552909851,0.422611356,0.520476043,0.269320667,0.767487645,0.074413359,0.614875853,0.344667137,0.297572285,0.793554604,0.295764148,0.278284311,0.236594543,0.088321641,0.13588351,0.186773628,0.057404052,0.798767626,0.077673011,0.037077017,0.684328914,0.684559643,0.516931057,0.304729879,0.160610214,0.180944398,0.188751087,0.234029144,0.301977634,0.373494625,0.312851191,0.121112563,0.148775354,0.106758915,0.156430036,0.270742744,0.055445656,0.258031279,0.70037204,0.526174188,0.72185266,0.07872314,0.489308685,0.189154446,0.072654888,0.594276607,0.22713609,0.315478534,0.156677827,0.360097468,0.836094975,0.750663042,0.799931943,0.016239716,0.372217715,0.662131667,0.060636252,0.69215405,0.566163063,0.496192276,0.422105163,0.024326891,0.016201077,0.547849953,0.479195237,0.138940752,0.154895321,0.153325781,0.185748622,0.191673502,0.228643671,0.050481971,0.222410798,0.809495866,0.087210715,0.291859448,0.079429016,0.180124208,0.438671261,0.095628463,0.097700238,0.140738979,0.282551318,0.378086656,0.221710667,0.136385769,0.112169914,0.677000046,0.344394505,0.453592956,0.361793101,0.047382325,0.182344869,0.219914064,0.114291772,0.486811846,0.02186914,0.026409501,0.078672744,0.036326207,0.61445564,0.762854099,0.040969286,0.049076393,0.048131473,0.216158018,0.562218547,0.596141815,0.335571259,0.281043142,0.418295741,0.369094104,0.6857149,0.673717201,0.469114691,0.271755666,0.381534845,0.577414632,0.279297054,0.334710062,0.034135446,0.117471844,0.102547303,0.865308881,0.519070566,0.074721888,0.594714582,0.71313411,0.142011404,0.014496394,0.466418415,0.139412969,0.084825851,0.073492855,0.07645978,0.078300528,0.073736265,0.411952943,0.360626608,0.26492697,0.10304074,0.081480525,0.017319709,0.039673232,0.019532889,0.024158215,0.432304263,0.09031564,0.671017885,0.646550894,0.564688206,0.888666213,0.791943252,0.799234629,0.781925201,0.677292764,0.75892961,0.589380085,0.698148072,0.649000943,0.588616967,0.4364326,0.294454485,0.058682702,0.250714719,0.019624509,0.084480613,0.076956771,0.091645576,0.085472904,0.079920426,0.061843604,0.040575784,0.048038613,0.02642459,0.05708266,0.859592199,0.863556087,0.124230616,0.120284937,0.089362182,0.052067693,0.051412631,0.757432103,0.658893228,0.045235209,0.14019981,0.102360733,0.1492939,0.185285375,0.242197216,0.319454938,0.366327763,0.411064267,0.422137558,0.131435558,0.225337505,0.195345283,0.43172425,0.168979019,0.058700301,0.204016298,0.061779328,0.022060515,0.037546758,0.034654528,0.023215633,0.042745981,0.032813579,0.04080978,0.018357566,0.723408937,0.603970528,0.634098411,0.500608385,0.482617825,0.533981204,0.56834954,0.539197683,0.396112412,0.273441315,0.143750638,0.218538582,0.213831484,0.189858317,0.012876993,0.317609578,0.219232395,0.79850769,0.261087686,0.0119954,0.690333724,0.376665711,0.274996877,0.427997589,0.303588569,0.020079324,0.334592581,0.317115128,0.328609347,0.358841181,0.011987564,0.76954484,0.061222278,0.047298729,0.105921641,0.050104804,0.272683114,0.784937739,0.759557486,0.899563432,0.583681643,0.581875205,0.80779624,0.416363269,0.588356137,0.518465877,0.460089922,0.571273446,0.543902278,0.863565326,0.631906271,0.602953374,0.496813625,0.317953169,0.083756059,0.277403444,0.4482162,0.551007271,0.29339847,0.316662967,0.504163861,0.233316317,0.415439606,0.708744884,0.166228458,0.197630927,0.477433503,0.401376188,0.248219594,0.392252177,0.332405806,0.517909288,0.520901084,0.383770347,0.590402186,0.471052229,0.561173916,0.598999619,0.431444317,0.342355877,0.385863364,0.710848331,0.669594586,0.617257535,0.719301105,0.909593523,0.473873109,0.296920538,0.820924759,0.068871908,0.073070511,0.045726512,0.062268212,0.049855355,0.793542027,0.663785696,0.240247935,0.511336267,0.180112153,0.235262722,0.248742744,0.389423579,0.147126496,0.351354867,0.109487079,0.234300539,0.204852372,0.250195771,0.116249435,0.169653341,0.168440267,0.40026924,0.511009216,0.197982222,0.60850966,0.663314462,0.650052547,0.679025054,0.316972792,0.404145449,0.321558565,0.57051152,0.621473491,0.400897652,0.283844411,0.197187945,0.324671686,0.268846422,0.133458376,0.756481886,0.047549881,0.461877972,0.0154607,0.077055678,0.071719185,0.096737362,0.046793602,0.060835436,0.063281268,0.035488416,0.037929695,0.044178162,0.129821092,0.672059178,0.506193459,0.654065073,0.09487021,0.029311141,0.676557183,0.749840617,0.685072243,0.331778914,0.230197847,0.166318461,0.458373427,0.658305287,0.232143983,0.364027232,0.088986926,0.405653924,0.041922782,0.114497013,0.656618834,0.241383642,0.099831611,0.082648255,0.742663682,0.647047997,0.564910352,0.404740721,0.527048051,0.087675728,0.823845923,0.641693413,0.759932697,0.3836537,0.337606102,0.111234657,0.229451373,0.035993341,0.067531645,0.634358227,0.145542219,0.87780112,0.163861647,0.088493124,0.271449745,0.221855313,0.14109759,0.093791462,0.054858707,0.051683977,0.052814491,0.088135742,0.478461653,0.065888397,0.78085053,0.403531313,0.817876816,0.036424574,0.702130914,0.383933425,0.732538223,0.853345573,0.736420572,0.367815882,0.091871656,0.305589437,0.761982679,0.072631605,0.076046936,0.096412785,0.095993429,0.867054522,0.878443778,0.830186605,0.867955506,0.715663314,0.853074193,0.885154188,0.906684399,0.809075892,0.895640194,0.860172808,0.850155592,0.677966356,0.717429698,0.870069861,0.88054198,0.849636555,0.83958143,0.80229485,0.368524164,0.427119941,0.449909568,0.805090308,0.772025824,0.702185988,0.219388917,0.16052486,0.621489644,0.697781384,0.453769565,0.300837845,0.120839328,0.669073462,0.783909798,0.052353673,0.249347597,0.288534671,0.030829785,0.034471441,0.030622939,0.081549332,0.029332608,0.034605693,0.031544268,0.068470925,0.023013761,0.0291954,0.02594918,0.073532149,0.036253057,0.093157925,0.064293206,0.046417736,0.043081149
403,0.042091131,0.130745888,0.146266907,0.238248214,0.084878519,0.403429747,0.719162941,0.782284498,0.779375553,0.794545054,0.040827412,0.226569161,0.348981559,0.344154388,0.082757153,0.272598028,0.339596778,0.442532659,0.75764221,0.562814593,0.596298277,0.44545722,0.573156476,0.337008387,0.770017743,0.121379569,0.627961934,0.363794863,0.303383768,0.798354506,0.284497261,0.291604996,0.267191917,0.101194859,0.230758116,0.226627856,0.066485859,0.803316295,0.079407558,0.040276878,0.689564943,0.704408884,0.547381997,0.319019407,0.161504835,0.182717279,0.191267028,0.239164382,0.308409184,0.380628854,0.320315391,0.124585643,0.160152331,0.111921266,0.167507425,0.317571014,0.066984326,0.26305896,0.714343607,0.540806234,0.74262315,0.081425287,0.495013773,0.196198508,0.074281484,0.647398829,0.239914969,0.328767687,0.213272065,0.379113257,0.851671457,0.76462096,0.81044066,0.016062178,0.378200591,0.666003168,0.060856044,0.703095317,0.579130828,0.50323081,0.436973274,0.025305832,0.017829238,0.555039167,0.508205473,0.143838182,0.156332523,0.156327546,0.190892205,0.197918206,0.238313541,0.051289093,0.278883964,0.823198915,0.086301789,0.283969343,0.082509443,0.186057895,0.477840334,0.096602492,0.098545864,0.145661131,0.303789645,0.415111244,0.227405056,0.140783519,0.111824892,0.686776996,0.362656504,0.47238633,0.379919678,0.063604198,0.29072237,0.228343412,0.121357061,0.552404821,0.02182214,0.027711665,0.082521819,0.036597192,0.63824749,0.770520926,0.041707791,0.049335212,0.048686728,0.234066382,0.590220809,0.606378138,0.347791791,0.291175634,0.431874067,0.385850996,0.689593494,0.684358895,0.469099998,0.312618494,0.426388383,0.602591097,0.292652488,0.343279004,0.03379745,0.117521591,0.100557253,0.871340871,0.546811163,0.082622036,0.609301269,0.749244392,0.158885032,0.01475003,0.498170704,0.136388674,0.082831025,0.072048515,0.074730203,0.076915167,0.072504617,0.40800041,0.369733036,0.27583456,0.108116001,0.08522395,0.018135056,0.039341126,0.021844342,0.026259273,0.454062849,0.103368334,0.68386215,0.687687933,0.574409544,0.890401006,0.798078299,0.799234569,0.789346457,0.686906695,0.769464374,0.602698326,0.709483862,0.662334919,0.596281409,0.44582805,0.306312442,0.060245093,0.248967558,0.020088639,0.086452857,0.078484222,0.093436904,0.087399773,0.081649229,0.062951058,0.041457247,0.049159363,0.026407007,0.058649201,0.863808453,0.868461132,0.12781328,0.124505684,0.089861125,0.053008582,0.051819615,0.76873076,0.68642211,0.047144074,0.150422171,0.111213766,0.163634002,0.201854289,0.260745764,0.338887036,0.38519156,0.429552197,0.440312386,0.135330513,0.238810763,0.207864448,0.446313173,0.178897694,0.057909932,0.212986067,0.104369447,0.036225166,0.067138284,0.063702419,0.030626589,0.072501235,0.037171625,0.049132455,0.022608519,0.750505149,0.626538277,0.665165305,0.528421104,0.491660655,0.562076092,0.597342789,0.571388543,0.421345621,0.290692091,0.152043909,0.237364501,0.23034136,0.209050089,0.012817537,0.325834215,0.220515683,0.806182206,0.276569545,0.012883931,0.687200248,0.364726186,0.272400945,0.423725158,0.306613863,0.020878183,0.348531902,0.332160562,0.345092058,0.37523371,0.012462731,0.782027483,0.060756683,0.046896737,0.127121419,0.050935578,0.270839989,0.805910707,0.759029865,0.899563193,0.601408303,0.588138282,0.813330114,0.423374861,0.608378351,0.533678651,0.46641469,0.57807678,0.558936179,0.866692424,0.635640085,0.611410797,0.505655587,0.311738163,0.089250185,0.285970688,0.473016202,0.55862093,0.302191228,0.325226367,0.525620282,0.254496753,0.436130315,0.7285465,0.180459142,0.215622038,0.493226111,0.426117271,0.245217368,0.376043379,0.349824756,0.545117855,0.549394488,0.401430756,0.611360073,0.493029356,0.582332134,0.623194575,0.452563375,0.361700416,0.410296082,0.721635282,0.675637662,0.626476407,0.72521019,0.914545178,0.477063835,0.301965386,0.821822464,0.075279437,0.079795614,0.050196249,0.071071304,0.056525938,0.803177059,0.686156213,0.257123172,0.526744485,0.187323436,0.250604123,0.26290518,0.405856222,0.160050124,0.365296364,0.121241532,0.250706255,0.219072104,0.266936451,0.130728483,0.182262346,0.182992533,0.415653229,0.522198856,0.214809,0.617861986,0.675794542,0.663030088,0.693804502,0.335944384,0.427030712,0.317511111,0.612567067,0.642653584,0.40662846,0.289350152,0.204356164,0.331112504,0.282674551,0.137273982,0.761757791,0.052106693,0.467711031,0.015716171,0.078750916,0.073566586,0.102096699,0.046416432,0.063414469,0.065097973,0.036078259,0.038172014,0.044420227,0.150157318,0.68363291,0.519822896,0.66164881,0.097453311,0.029618522,0.687506497,0.755597472,0.692285359,0.342048109,0.247218877,0.178583205,0.372655988,0.550716877,0.22388415,0.34674564,0.092924409,0.414782166,0.044359066,0.117307186,0.661995411,0.247306272,0.106750056,0.083789945,0.562733531,0.657370508,0.575676382,0.442280531,0.556021869,0.09455771,0.829915106,0.65035677,0.767994702,0.39177084,0.344388992,0.118291631,0.231930286,0.037254896,0.070729852,0.658143938,0.147299588,0.88063544,0.180137202,0.098162875,0.285824597,0.258032411,0.151482344,0.101036765,0.059799362,0.055771705,0.056461461,0.089851737,0.505285025,0.067086414,0.785613,0.421050578,0.83029139,0.041829757,0.710925102,0.408192933,0.752938032,0.864145398,0.754386127,0.386039615,0.092683919,0.318501353,0.770068288,0.075417683,0.078566618,0.101719804,0.101395667,0.873665988,0.87850225,0.834654629,0.870034218,0.714039326,0.853867173,0.885231316,0.910110533,0.812173247,0.896236539,0.862690568,0.855592608,0.678422689,0.716984987,0.873542786,0.882458985,0.849888742,0.843931496,0.811154604,0.366335452,0.435062587,0.459359497,0.812442482,0.779723883,0.708022773,0.229732215,0.151417121,0.632196426,0.707820475,0.46247527,0.309423923,0.134317711,0.685504556,0.787109971,0.051770456,0.256111324,0.248567089,0.030600797,0.034105681,0.031061349,0.081520177,0.032796808,0.045825515,0.032497894,0.068087429,0.025759844,0.030416166,0.026287539,0.077410936,0.048442967,0.101117402,0.067160331,0.05159295,0.043532386
412,0.042337772,0.140697405,0.150980785,0.246341661,0.087668546,0.415439487,0.725238621,0.787045479,0.784879148,0.801909506,0.041075945,0.227554947,0.358443975,0.353574097,0.087398887,0.282511652,0.349815786,0.460059136,0.763728082,0.5812971,0.63182205,0.461023062,0.617084324,0.394949466,0.772301555,0.172006786,0.638337016,0.383793145,0.311532021,0.804655671,0.273969561,0.302269161,0.282258809,0.109003805,0.250562221,0.249177888,0.073155589,0.807401776,0.080390118,0.041850362,0.694045305,0.713352084,0.560600877,0.332436711,0.164478838,0.187768862,0.197401404,0.245702773,0.316940457,0.392131984,0.328209758,0.127225026,0.170813382,0.117883705,0.177001163,0.310698926,0.08258912,0.269522607,0.727534175,0.555243909,0.761827707,0.082273267,0.500585318,0.202346861,0.075029381,0.698044717,0.251845241,0.340955436,0.21293132,0.390547872,0.870188057,0.77587676,0.820459843,0.015991235,0.384360164,0.667888582,0.061190035,0.712332129,0.590860069,0.508166909,0.448474675,0.027119577,0.020108093,0.56050849,0.534944713,0.146964476,0.16107057,0.161798388,0.198764816,0.206275567,0.24992983,0.051619995,0.330286354,0.831624329,0.085615292,0.280655384,0.08558248,0.191830665,0.51663518,0.097162634,0.101097994,0.153976575,0.330072224,0.444318801,0.241000846,0.145594835,0.111265935,0.695961833,0.379184484,0.492039621,0.39865768,0.069033921,0.358035266,0.234750092,0.129181236,0.581484914,0.022029888,0.028972184,0.085040063,0.03656191,0.658728659,0.777474701,0.042525757,0.04990986,0.049634274,0.246312857,0.61193943,0.615272045,0.355469644,0.302453339,0.443641633,0.398975343,0.691497445,0.694121778,0.463410497,0.347057521,0.463321686,0.620521963,0.304207385,0.349195689,0.034248035,0.12547271,0.102555186,0.874890924,0.571869016,0.090881437,0.621415615,0.806630373,0.17771849,0.014997073,0.528102756,0.134031504,0.081251085,0.070851192,0.073341683,0.075973399,0.071309566,0.412186027,0.379119426,0.287644744,0.111844443,0.091419674,0.020124337,0.039238047,0.023673655,0.028800562,0.464608818,0.105493151,0.693952501,0.709271431,0.580061257,0.89373368,0.80376178,0.799234629,0.79635638,0.696558297,0.780580819,0.615790725,0.717826188,0.674616277,0.604427576,0.455105752,0.319114268,0.061828382,0.247536138,0.020416696,0.088209696,0.079418004,0.094572574,0.088465303,0.082510434,0.06334012,0.041837089,0.049839187,0.027109383,0.059883952,0.866441786,0.871593833,0.131897107,0.12894766,0.091256425,0.054880872,0.052113019,0.779946804,0.693460941,0.049095862,0.160669297,0.120451838,0.177855387,0.21837005,0.278996676,0.357602924,0.402939558,0.446283609,0.456786335,0.138147309,0.250317216,0.219450012,0.458824813,0.188159466,0.057450585,0.22054112,0.150266543,0.057841789,0.10180907,0.097916342,0.04138479,0.107955225,0.043307953,0.059768263,0.030974519,0.771695793,0.643486619,0.689868927,0.553154171,0.499319613,0.584232628,0.622395813,0.598623216,0.442947447,0.304976314,0.158603936,0.253898919,0.243710309,0.226836056,0.012653734,0.33181268,0.220563769,0.81405443,0.295773864,0.013556847,0.677592397,0.343432337,0.262147903,0.413274378,0.301245153,0.021620594,0.349400401,0.332618207,0.345988572,0.382251859,0.012887876,0.794236541,0.060427189,0.047013212,0.14519912,0.051911306,0.271274567,0.82208389,0.761431873,0.899563015,0.613974512,0.594997525,0.818950653,0.429742694,0.608736932,0.546569467,0.471644908,0.583878219,0.574825764,0.869252741,0.638328135,0.624023259,0.509950161,0.308116734,0.096343331,0.294807762,0.498338103,0.565821707,0.30778268,0.331918448,0.542245924,0.27349025,0.451277494,0.744400322,0.194025517,0.232635394,0.507941127,0.448993981,0.244293332,0.367079675,0.364799201,0.5655936,0.571307123,0.41331163,0.630417585,0.511641979,0.600188851,0.641141534,0.468618095,0.378263414,0.429905951,0.728327215,0.681572914,0.633267105,0.731745005,0.910326004,0.480097383,0.305074811,0.822571397,0.081232615,0.085646823,0.053569797,0.078218959,0.062116824,0.810589612,0.703808844,0.277148843,0.543126166,0.204534471,0.269279778,0.278853714,0.424341291,0.178133205,0.382274032,0.135317937,0.277896464,0.241589323,0.292908847,0.151350394,0.199124366,0.20221141,0.43847999,0.535499096,0.226361886,0.626789987,0.686215758,0.667818725,0.707135618,0.354233593,0.447679609,0.31671986,0.645189941,0.658044696,0.413440645,0.293517292,0.209697261,0.339281023,0.291262656,0.140365973,0.766355872,0.056481231,0.473559558,0.015537288,0.07967329,0.076708429,0.106579497,0.046611778,0.065668888,0.066435657,0.036789928,0.038800448,0.045314927,0.163207173,0.691930294,0.529695809,0.666242123,0.100420997,0.029953836,0.691354275,0.761335254,0.699259996,0.350404352,0.263548076,0.18900758,0.357481807,0.530899823,0.180533662,0.277545959,0.097340971,0.422988623,0.047739085,0.119782336,0.667435825,0.252524883,0.111703441,0.084569462,0.489618331,0.666916132,0.579644322,0.473219961,0.575132668,0.101463385,0.835152626,0.659435987,0.775115073,0.398515671,0.350596845,0.111269698,0.23384738,0.039127927,0.073637128,0.677760422,0.149946496,0.882845819,0.150492027,0.102966286,0.288864285,0.270468056,0.159950271,0.106894962,0.064164251,0.060045909,0.059806067,0.091951422,0.526740611,0.06953346,0.791661978,0.438447595,0.842351317,0.056277715,0.719700754,0.429688126,0.772151589,0.870502651,0.772716463,0.404300928,0.0879637,0.331318527,0.778596878,0.078211226,0.081476912,0.107478529,0.10588783,0.879639566,0.880101264,0.838989079,0.872765839,0.715791702,0.855429173,0.887016773,0.913695157,0.816400588,0.899839401,0.866182327,0.859366894,0.680747271,0.716937363,0.877504826,0.885886788,0.852824867,0.848096967,0.818713009,0.363549203,0.441919088,0.467984378,0.818156123,0.786926031,0.713712692,0.240029842,0.13784346,0.641708672,0.715186,0.468894988,0.317702979,0.14999719,0.698815703,0.79098624,0.051631909,0.263578653,0.218275994,0.030862201,0.033928908,0.031900343,0.082475461,0.037020806,0.062504649,0.035156567,0.069134854,0.028166577,0.032535601,0.027662646,0.082230218,0.065604351,0.109148152,0.074052781,0.057026103,0.044557281
